experiment_id,series_type,n_train,requested_ratio,actual_ratio_mean,actual_ratio_min,all_nrmse,surface_nrmse,pressure_nrmse,mean_psnr_db
n_128_checkpoint,diagnostic_reused_checkpoint,128,32,33.1475,32.95,0.166147,0.2031812679015665,0.12911273163443336,31.78625
n_256_checkpoint,measured,256,32,33.167179612615776,32.96597726366854,0.16605581767814365,0.20306976098440893,0.1290418743718783,31.81999720004371
n_512_checkpoint,projection,512,32,33.17701941892366,32.973965895502815,0.16601022651721548,0.20301400752583015,0.12900644550860077,31.83687080006556
n_1024_checkpoint,projection,1024,32,33.18193932207761,32.97796021141995,0.1659874309367514,0.20298613079654076,0.12898873107696196,31.845307600076488
